"CO_CURSO";"CO_GRUPO";"NU_ANO";"NT_GER";"TP_SEXO";"NU_IDADE";"QE_I02";"QE_I08";"QE_I09";"QE_I10";"QE_I11";"QE_I15";"QE_I23"
1059804;87;2015;19,9;"F";"33";"A";"B";"E";"";"B";"A";"B"
1059805;94;2012;NA;"F";"28";"C";"D";"D";"E";"";"";"B"
1070127;86;2015;NA;"F";"26";"";"";"";"";"C";"";""
1070750;86;2015;52,6;"F";"27";"";"E";"D";"";"";"A";""
1071054;94;2018;58,5;"M";"28";"A";"C";"C";"D";"G";"";"B"
1071264;86;2015;NA;"F";"32";"C";"";"";"A";"B";"";"A"
1071901;94;2012;29,9;"M";"22";"";"";"B";"A";"";"A";""
1072001;94;2022;59,5;"M";"20";"A";"";"E";"E";"J";"";""
1072460;94;2012;51,3;"M";"25";"A";"D";"B";"E";"";"D";"B"
1072970;84;2012;35,4;"M";"28";"A";"";"D";"";"";"";"C"
1073457;86;2012;57,4;"M";"21";"A";"C";"A";"A";"";"C";"B"
1073875;94;2012;52,6;"M";"19";"A";"D";"E";"E";"";"A";"B"
1073876;87;2018;44,7;"M";"22";"E";"E";"F";"E";"";"A";"B"
1074407;86;2012;6,4;"M";"31";"A";"D";"A";"E";"";"A";"B"
1074536;86;2012;35,9;"M";"21";"A";"B";"D";"E";"C";"F";"B"
1075730;87;2012;NA;"F";"19";"E";"";"D";"D";"A";"A";"C"
1075731;86;2018;39,6;"F";"23";"A";"C";"E";"A";"B";"F";"C"
1076117;86;2015;NA;"F";"32";"";"D";"B";"E";"G";"";"B"
1077291;86;2015;74,4;"F";"25";"C";"B";"";"A";"";"F";"C"
1077609;13;2022;37,5;"M";"23";"A";"B";"A";"C";"A";"D";"A"
1077643;85;2012;NA;"F";"27";"A";"E";"A";"D";"";"A";"C"
1077956;94;2012;NA;"M";"32";"C";"";"E";"E";"J";"A";"B"
1078542;87;2015;31,4;"F";"29";"C";"F";"E";"A";"";"A";"B"
1078773;22;2018;53,9;"F";"26";"C";"C";"D";"D";"";"F";"B"
1078846;84;2022;44,6;"F";"22";"A";"C";"D";"";"";"F";"B"
1079060;94;2012;57,3;"F";"29";"A";"E";"B";"E";"";"A";"B"
1081418;2;2018;64,2;"F";"22";"A";"E";"B";"E";"E";"A";"B"
1081524;85;2012;62,4;"F";"20";"A";"D";"D";"D";"H";"A";"B"
1081526;94;2015;50,4;"F";"21";"A";"";"B";"E";"F";"A";""
1082340;94;2012;70,1;"M";"25";"A";"G";"A";"A";"B";"D";"B"
1083678;13;2015;41,3;"M";"27";"D";"B";"";"E";"A";"A";"B"
1083680;1;2018;75;"M";"34";"A";"D";"C";"D";"";"C";"B"
1084807;85;2012;53,4;"F";"21";"A";"C";"";"A";"";"A";"B"
1099036;86;2012;34,1;"F";"30";"A";"A";"B";"A";"I";"A";"B"
1100070;93;2012;NA;"F";"26";"A";"D";"E";"";"D";"A";"C"
1100505;86;2015;51,1;"F";"34";"A";"";"C";"";"";"A";"C"
1100506;87;2015;34,9;"F";"23";"A";"";"D";"B";"C";"A";"B"
1100508;84;2012;51,9;"F";"40";"D";"E";"D";"";"B";"A";"B"
1100883;94;2022;39;"M";"22";"C";"C";"F";"A";"A";"D";"C"
1100959;86;2015;34,4;"M";"19";"A";"C";"C";"";"B";"A";"B"
1101106;86;2012;54,8;"F";"29";"A";"B";"C";"A";"E";"A";"B"
1101544;1;2018;34,2;"M";"28";"";"F";"C";"A";"A";"A";"B"
1102087;94;2012;62,7;"M";"50";"C";"C";"C";"E";"";"A";"C"
1102249;86;2012;35,1;"F";"31";"A";"D";"D";"";"G";"A";""
1102295;94;2012;47,1;"M";"29";"";"";"E";"E";"";"";"C"
1102296;93;2012;51,3;"M";"29";"A";"C";"D";"E";"";"A";"C"
1102619;94;2012;46,7;"F";"30";"";"C";"B";"E";"F";"A";""
1102622;86;2015;37,2;"F";"40";"A";"C";"D";"E";"F";"A";"E"
1103750;94;2015;47,6;"M";"24";"A";"E";"B";"E";"G";"A";"C"
1103847;93;2022;40,5;"F";"26";"C";"";"E";"";"B";"A";"C"
1104027;85;2012;62,4;"M";"36";"";"";"C";"E";"B";"A";""
1104077;84;2012;NA;"F";"22";"C";"";"C";"";"B";"A";"E"
1104246;94;2012;22,9;"M";"24";"C";"";"D";"E";"";"B";"C"
1104262;86;2022;41,1;"F";"21";"A";"D";"F";"B";"I";"A";"B"
1104306;1;2015;42,7;"F";"36";"C";"";"B";"E";"";"";"C"
1104312;67;2012;21,4;"F";"21";"A";"E";"B";"E";"C";"A";"B"
1104484;94;2015;30,7;"M";"20";"";"B";"C";"A";"";"";"B"
1104497;94;2012;54;"F";"35";"B";"B";"C";"A";"I";"A";"B"
1105369;1;2012;38;"M";"22";"A";"F";"B";"E";"";"A";"A"
1105802;85;2012;NA;"F";"19";"D";"D";"D";"E";"B";"A";"C"
1105857;86;2015;26,7;"F";"24";"";"B";"C";"E";"H";"A";"B"
1106139;86;2012;40,1;"F";"23";"C";"";"B";"E";"";"A";"B"
1106271;86;2018;43,2;"F";"37";"A";"C";"";"";"B";"A";"C"
1106522;84;2015;32,9;"M";"21";"C";"C";"F";"E";"A";"F";""
1106760;29;2012;56,9;"M";"48";"A";"C";"D";"E";"";"A";"C"
1107126;93;2015;53,3;"F";"41";"A";"F";"B";"E";"";"A";""
1107391;86;2015;28,6;"F";"30";"C";"";"C";"A";"G";"";"B"
1107659;94;2012;NA;"M";"21";"";"B";"B";"A";"";"";"A"
1107737;86;2012;57,9;"M";"24";"";"C";"E";"E";"C";"A";"B"
1107862;93;2018;36,3;"F";"26";"A";"E";"";"E";"I";"A";"B"
1107869;93;2012;NA;"M";"23";"A";"A";"D";"E";"";"A";"C"
1108026;85;2015;NA;"F";"41";"A";"G";"";"E";"";"";""
1108072;94;2012;30,6;"M";"30";"";"B";"B";"E";"G";"A";"C"
1108073;86;2015;38,1;"F";"19";"A";"B";"";"";"C";"";"B"
1108096;86;2015;38,7;"F";"33";"A";"C";"B";"E";"";"A";"B"
1108097;94;2018;38,7;"M";"27";"C";"B";"D";"";"H";"A";"C"
1108100;87;2012;NA;"M";"35";"A";"C";"B";"";"I";"A";"C"
1108531;93;2015;34,1;"F";"21";"C";"B";"B";"E";"E";"A";"B"
1109122;86;2018;26,6;"F";"24";"D";"C";"C";"A";"C";"A";"B"
1109733;86;2012;43,7;"M";"21";"A";"F";"";"E";"C";"F";""
1110712;93;2018;NA;"F";"30";"A";"F";"B";"E";"F";"A";"C"
1110715;85;2015;62,2;"M";"33";"A";"D";"C";"E";"E";"A";"B"
1111393;67;2015;26,2;"F";"25";"D";"B";"A";"E";"A";"A";"B"
1111410;22;2018;73,9;"F";"26";"D";"E";"E";"E";"H";"D";"C"
1111762;94;2015;NA;"M";"23";"D";"C";"C";"A";"";"A";""
1111970;85;2015;NA;"F";"24";"B";"";"C";"C";"A";"A";"B"
1112026;86;2018;13,4;"M";"33";"A";"";"B";"A";"";"A";"C"
1113173;1;2012;59,9;"F";"21";"C";"E";"D";"E";"";"A";"B"
1113666;2;2012;NA;"F";"25";"A";"G";"D";"E";"";"A";"E"
1113667;13;2012;53,7;"M";"25";"B";"";"";"A";"";"";"B"
1114158;87;2012;23,6;"F";"26";"A";"";"D";"E";"";"A";"D"
1114349;93;2012;46,2;"M";"32";"A";"G";"C";"A";"B";"A";"B"
1114748;1;2022;65,3;"F";"34";"A";"E";"F";"E";"G";"A";"B"
1114765;86;2012;NA;"F";"40";"A";"C";"E";"";"B";"A";"C"
1114801;94;2012;NA;"M";"23";"B";"C";"";"E";"";"A";"B"
1114806;84;2012;NA;"M";"33";"";"F";"E";"E";"";"A";"B"
1114808;86;2015;NA;"F";"31";"";"";"";"C";"";"";""
1114863;93;2015;50,9;"F";"27";"A";"";"E";"E";"B";"A";"B"
1114878;87;2012;30,8;"F";"31";"A";"";"D";"E";"J";"A";"A"
1114882;93;2012;62,8;"F";"";"A";"";"";"";"";"A";"C"
1114884;86;2012;21,9;"F";"24";"C";"C";"D";"E";"C";"";"C"
1114888;94;2012;27,7;"M";"20";"A";"D";"";"A";"";"C";"B"
1114907;94;2015;66,2;"M";"60";"A";"A";"C";"E";"";"C";""
1115471;22;2022;NA;"F";"25";"B";"B";"C";"A";"";"";"B"
1115906;86;2012;47,4;"F";"59";"A";"B";"";"E";"B";"A";"C"
1115907;85;2018;52,7;"M";"35";"A";"C";"E";"E";"";"A";""
1116735;86;2022;44,2;"F";"31";"A";"C";"D";"E";"C";"A";"B"
1116739;85;2015;NA;"M";"21";"C";"E";"B";"";"";"A";"D"
1116776;86;2015;39,8;"F";"59";"";"";"";"E";"C";"";""
1116797;87;2012;30,3;"M";"35";"D";"C";"E";"";"";"A";""
1116798;93;2018;64,9;"M";"26";"A";"E";"";"";"";"";"A"
1116842;84;2022;NA;"M";"38";"D";"";"C";"E";"";"";""
1116969;85;2015;63;"M";"25";"";"";"C";"E";"";"A";""
1116983;86;2015;25;"F";"19";"A";"C";"B";"E";"B";"F";""
1117023;93;2012;51;"M";"22";"A";"B";"D";"D";"B";"A";"B"
1117246;94;2012;NA;"M";"19";"A";"";"D";"A";"C";"A";"B"
1117355;85;2018;63,1;"M";"33";"";"C";"F";"E";"";"C";""
1117389;84;2018;43,6;"M";"26";"A";"C";"E";"";"";"A";"B"
1117390;94;2012;NA;"M";"38";"B";"A";"B";"E";"B";"";""
1117474;94;2012;46,6;"M";"29";"A";"F";"B";"E";"";"";"B"
1117510;93;2018;NA;"M";"23";"";"C";"A";"D";"A";"";"A"
1117530;84;2022;37,3;"F";"24";"";"";"C";"E";"J";"";"B"
1117646;86;2015;42,6;"F";"19";"";"";"C";"";"E";"C";"C"
1117819;29;2022;21,8;"F";"23";"A";"D";"";"C";"B";"A";"A"
1117858;94;2012;NA;"M";"25";"";"E";"D";"D";"C";"";"B"
1119030;85;2015;54,7;"M";"23";"A";"";"E";"E";"B";"A";""
1119117;87;2012;19;"F";"38";"A";"B";"C";"A";"";"A";"B"
1119198;84;2012;NA;"M";"46";"C";"B";"C";"E";"B";"";"B"
1119480;93;2018;60,1;"F";"28";"A";"F";"E";"E";"";"A";"B"
1120370;86;2012;37,1;"F";"22";"";"C";"C";"E";"H";"";"B"
1120574;85;2012;42,1;"F";"32";"A";"E";"";"A";"";"A";"A"
1120575;93;2015;52;"M";"33";"";"D";"D";"E";"";"";""
1120580;94;2022;NA;"F";"34";"";"D";"E";"E";"B";"A";"E"
1120581;87;2022;29;"F";"36";"A";"D";"C";"E";"B";"";"D"
1120582;85;2012;30,2;"M";"22";"A";"G";"C";"A";"";"F";"B"
1120860;84;2015;32,5;"M";"25";"C";"C";"";"E";"I";"C";"B"
1120972;1;2015;NA;"F";"21";"";"";"";"E";"B";"";"C"
1121513;86;2012;27,8;"M";"20";"A";"C";"";"D";"";"A";"A"
1121668;84;2015;NA;"M";"26";"";"";"C";"";"";"A";"A"
1122614;86;2012;43,2;"F";"32";"A";"C";"D";"E";"";"A";"E"
1123235;86;2012;52;"F";"30";"";"B";"B";"E";"G";"";"B"
1123238;94;2012;48,5;"F";"33";"C";"C";"C";"E";"";"A";"B"
1123242;93;2012;47;"F";"25";"A";"E";"C";"D";"";"A";"B"
1123247;87;2012;40,3;"M";"33";"A";"E";"D";"";"B";"";"C"
1123260;84;2012;NA;"F";"30";"A";"F";"C";"";"";"";""
1123293;86;2012;25;"F";"24";"C";"B";"C";"E";"B";"A";"A"
1123298;94;2012;57,2;"M";"25";"A";"D";"A";"E";"G";"A";"B"
1124348;94;2022;NA;"M";"50";"";"A";"";"";"";"";""
1124973;86;2012;60,4;"F";"23";"C";"E";"E";"";"B";"A";"B"
1125180;86;2012;45;"F";"28";"A";"B";"B";"";"B";"A";"B"
1125944;87;2012;9,2;"M";"22";"";"C";"";"D";"";"A";"C"
1126150;94;2012;66,8;"M";"28";"A";"E";"C";"E";"B";"A";""
1126286;87;2012;15;"F";"35";"B";"F";"D";"A";"";"A";"A"
1126297;86;2012;34,1;"M";"37";"C";"C";"D";"D";"C";"A";"A"
1126298;86;2012;NA;"F";"25";"";"";"";"";"";"";""
1126441;94;2012;NA;"M";"29";"";"";"";"";"A";"";"C"
1126680;86;2012;34,9;"F";"33";"A";"E";"D";"E";"";"A";"B"
1127052;94;2012;32;"M";"50";"";"C";"C";"A";"";"C";"B"
1127888;94;2018;66,9;"M";"28";"A";"C";"D";"D";"B";"A";"B"
1127951;85;2022;49,3;"F";"31";"A";"B";"F";"E";"";"A";"E"
1128376;85;2012;NA;"M";"19";"A";"";"E";"A";"A";"E";""
1128404;94;2012;NA;"M";"33";"A";"G";"B";"E";"";"";""
1128551;94;2015;65,5;"M";"23";"A";"D";"C";"A";"A";"A";"B"
1128556;84;2015;60,6;"F";"31";"C";"";"";"E";"E";"E";"B"
1128912;1;2015;NA;"F";"29";"C";"D";"E";"D";"C";"A";"B"
1129004;94;2015;67,6;"M";"44";"";"D";"D";"A";"";"A";"B"
1129259;94;2012;NA;"";"";"";"";"";"";"";"";""
1129260;86;2012;32,4;"M";"24";"A";"C";"D";"A";"";"C";"B"
1129532;85;2015;54,1;"M";"32";"A";"E";"F";"";"";"A";"B"
1129533;86;2015;NA;"";"22";"";"";"C";"E";"B";"A";"B"
1130003;94;2012;64,7;"M";"30";"";"C";"";"";"";"C";"C"
1130129;1;2012;NA;"F";"38";"A";"D";"C";"";"";"A";"D"
1130174;86;2018;35,5;"F";"29";"C";"C";"A";"";"";"A";"A"
1130177;84;2012;32,6;"F";"28";"B";"C";"A";"E";"";"C";""
1130187;86;2015;49,1;"F";"22";"A";"D";"E";"D";"G";"A";"B"
1130189;84;2012;NA;"";"";"";"";"";"";"";"";""
1130259;94;2012;NA;"M";"36";"";"";"";"";"B";"C";"B"
1130614;1;2015;22,1;"F";"22";"A";"E";"E";"E";"E";"A";"B"
1131042;94;2022;NA;"F";"32";"";"";"E";"";"B";"";"B"
1131405;84;2012;NA;"M";"45";"";"F";"";"E";"";"";""
1132199;94;2015;34,3;"M";"32";"C";"B";"E";"D";"B";"A";""
1132319;93;2022;NA;"F";"28";"";"";"";"D";"";"A";"B"
1132362;87;2022;48,6;"M";"31";"D";"A";"E";"E";"B";"A";"B"
1132366;85;2012;64,3;"F";"45";"A";"C";"E";"";"B";"A";"B"
1132448;22;2015;25;"F";"32";"A";"F";"D";"";"";"A";"C"
1132491;86;2015;NA;"M";"48";"B";"B";"C";"C";"";"A";"B"
1133074;86;2012;48,6;"F";"30";"";"D";"E";"E";"B";"A";"C"
1133075;84;2022;NA;"F";"29";"A";"A";"";"";"H";"A";""
1133126;84;2012;NA;"F";"25";"A";"D";"";"";"";"A";""
1134299;94;2018;41,9;"M";"29";"E";"E";"";"E";"";"A";"B"
1134429;86;2015;25,6;"F";"32";"A";"C";"D";"E";"B";"A";"C"
1134463;85;2012;57;"M";"46";"C";"E";"A";"";"B";"A";"B"
1134486;87;2022;51,1;"M";"20";"";"";"F";"E";"I";"A";"C"
1134846;85;2012;NA;"F";"31";"A";"E";"";"E";"F";"";"B"
1134847;85;2012;54,1;"F";"44";"A";"E";"A";"E";"";"";"D"
1135826;85;2022;41,4;"M";"45";"A";"";"";"E";"I";"B";"B"
1138813;93;2012;45;"F";"25";"A";"G";"D";"E";"";"A";"B"
1138871;84;2018;51,9;"F";"30";"A";"A";"F";"E";"";"E";"B"
1139615;87;2012;41,1;"F";"29";"A";"B";"C";"E";"I";"A";"B"
1139782;1;2012;45,6;"M";"28";"D";"B";"E";"A";"C";"A";"B"
1139892;22;2012;32,2;"F";"27";"B";"C";"D";"E";"";"A";"B"
1139904;87;2012;26,5;"F";"26";"C";"E";"E";"E";"";"A";"B"
1139905;85;2015;35,1;"M";"28";"B";"E";"D";"B";"";"A";"B"
1139907;94;2012;13,4;"F";"33";"C";"B";"C";"B";"";"F";"B"
1139921;13;2015;NA;"M";"36";"A";"";"C";"";"B";"A";"B"
1139927;94;2018;23,5;"F";"50";"";"D";"D";"E";"";"A";"B"
1139928;86;2015;40,5;"F";"23";"C";"";"E";"D";"";"A";"A"
1140203;87;2015;46,1;"F";"26";"D";"F";"F";"E";"";"A";"B"
1140240;84;2018;49,2;"M";"44";"B";"A";"";"";"";"A";""
1142406;94;2018;46,1;"M";"25";"D";"F";"";"E";"A";"A";"B"
1142485;86;2022;47,9;"F";"49";"A";"F";"E";"E";"";"D";"C"
1142529;1;2012;71,3;"M";"24";"A";"C";"C";"E";"";"A";"D"
1143200;85;2022;NA;"F";"44";"A";"B";"D";"E";"B";"";"C"
1143421;94;2022;25,6;"M";"21";"";"D";"";"E";"";"A";"C"
1143422;86;2018;39,8;"F";"33";"A";"C";"E";"E";"";"A";"B"
1143501;94;2015;29,3;"M";"23";"";"D";"D";"E";"F";"C";"C"
1143541;93;2015;21,2;"M";"26";"";"B";"C";"E";"B";"A";"C"
1146708;94;2022;46,7;"M";"21";"A";"";"D";"E";"";"A";"D"
1146711;93;2012;52,4;"F";"18";"A";"F";"E";"E";"";"E";"A"
1147184;85;2015;71,9;"F";"30";"A";"D";"F";"A";"B";"A";""
1147220;1;2012;NA;"F";"48";"";"";"E";"E";"";"";"C"
1148765;87;2012;53,1;"F";"28";"A";"B";"C";"A";"";"A";"E"
1148801;84;2018;49,3;"F";"24";"A";"D";"E";"D";"B";"A";"B"
1148804;86;2012;55,2;"F";"22";"A";"";"D";"E";"E";"A";"B"
1148847;1;2012;16,6;"F";"28";"A";"A";"B";"A";"";"A";"C"
1149177;94;2015;NA;"M";"25";"A";"B";"";"";"";"A";"B"
1149597;94;2012;42,1;"F";"24";"A";"B";"D";"E";"";"A";"B"
1149658;86;2012;67,8;"F";"21";"A";"C";"B";"E";"";"E";"B"
1149855;87;2022;20,2;"F";"28";"C";"G";"";"E";"C";"A";"C"
1149860;94;2018;56,4;"M";"23";"B";"A";"D";"E";"E";"A";"B"
1149863;84;2012;49,7;"F";"20";"A";"E";"C";"E";"";"A";"B"
1149864;85;2012;29,3;"M";"23";"A";"G";"B";"E";"E";"F";"B"
1149866;93;2012;43,9;"F";"21";"A";"E";"E";"D";"";"";"C"
1149920;86;2012;66,1;"F";"20";"A";"C";"E";"A";"C";"";""
1149948;84;2018;23,5;"M";"26";"";"";"D";"E";"B";"D";""
1149951;86;2015;21,2;"F";"31";"C";"E";"E";"";"";"D";"C"
1150252;1;2012;28,7;"M";"20";"D";"F";"B";"D";"A";"";""
1150260;93;2018;NA;"M";"32";"A";"C";"E";"E";"A";"A";"D"
1150283;94;2015;51,5;"M";"43";"B";"";"D";"E";"";"A";"B"
1150290;94;2015;36,9;"F";"28";"D";"D";"D";"D";"";"";"C"
1150327;94;2015;50;"F";"28";"A";"B";"E";"E";"";"A";"A"
1150371;94;2022;59;"F";"27";"A";"B";"";"E";"";"A";"C"
1150418;93;2015;51,1;"M";"20";"A";"E";"B";"E";"A";"A";"D"
1150426;94;2015;40,1;"F";"33";"A";"D";"B";"D";"";"D";"B"
1150456;94;2018;45,8;"F";"39";"D";"A";"";"E";"";"A";"A"
1150458;94;2012;46,4;"M";"31";"C";"B";"B";"E";"A";"A";"C"
1150496;85;2012;NA;"M";"26";"A";"C";"C";"E";"";"D";""
1150599;85;2012;NA;"M";"40";"C";"G";"C";"";"G";"";"B"
1150700;85;2015;NA;"F";"36";"C";"";"D";"E";"A";"A";"C"
1150792;86;2012;26,8;"F";"24";"D";"D";"E";"E";"H";"A";"A"
1150796;87;2015;71,2;"F";"24";"A";"F";"";"E";"A";"";"E"
1150950;86;2018;41;"F";"23";"A";"";"F";"";"";"A";""
1151062;94;2012;66,5;"M";"26";"A";"D";"B";"";"";"A";"B"
1151066;85;2015;30,1;"F";"40";"A";"D";"E";"E";"";"";"A"
1151139;85;2012;65,3;"F";"32";"C";"B";"D";"E";"A";"D";"C"
1152077;93;2012;33,4;"F";"21";"A";"E";"A";"D";"B";"";"B"
1152079;84;2015;28,9;"M";"33";"";"C";"";"";"";"A";"C"
1152085;87;2012;NA;"M";"19";"B";"C";"D";"A";"E";"A";""
1152116;94;2012;40,3;"M";"23";"B";"D";"D";"";"";"A";"B"
1152262;86;2015;34,3;"F";"29";"A";"G";"C";"D";"";"A";"B"
1152263;94;2012;NA;"F";"18";"";"C";"E";"E";"";"A";""
1152435;1;2018;22,9;"M";"29";"A";"F";"B";"";"B";"A";""
1152530;87;2018;62,2;"F";"29";"";"C";"C";"C";"";"";"A"
1152595;93;2012;29,2;"M";"37";"";"";"C";"E";"";"";"B"
1152596;86;2022;38,4;"F";"36";"A";"B";"E";"E";"";"A";""
1152597;85;2022;31;"F";"33";"";"F";"D";"";"B";"A";"D"
1152612;86;2012;53,1;"F";"23";"A";"D";"A";"D";"E";"D";"B"
1152678;94;2022;56,7;"F";"";"B";"";"E";"D";"I";"A";"C"
1152728;84;2015;55,4;"M";"20";"A";"B";"E";"D";"A";"A";"B"
1152834;81;2015;32,7;"F";"32";"A";"D";"C";"D";"B";"A";"B"
1152960;94;2012;56;"F";"36";"A";"D";"A";"";"";"A";""
1153086;85;2022;NA;"F";"31";"A";"B";"E";"E";"";"";""
1153331;94;2015;62,8;"M";"35";"A";"D";"E";"E";"";"A";"C"
1153352;1;2018;52,2;"F";"22";"D";"A";"D";"B";"H";"A";"B"
1153356;1;2012;54,7;"M";"28";"";"A";"";"";"";"";"A"
1153667;1;2015;45,4;"M";"38";"";"A";"C";"A";"";"A";"B"
1153668;22;2012;35,6;"F";"28";"A";"";"C";"E";"";"A";"B"
1153682;1;2015;14,6;"F";"27";"A";"A";"F";"E";"I";"C";"C"
1153684;22;2012;24;"M";"25";"A";"C";"C";"E";"H";"C";"E"
1153694;1;2022;NA;"F";"24";"A";"D";"C";"";"H";"C";"B"
1156646;85;2015;49,9;"F";"25";"";"C";"F";"";"";"A";"B"
1156897;85;2012;NA;"M";"29";"A";"";"D";"E";"A";"D";""
1158469;86;2015;45,9;"F";"25";"A";"A";"";"";"E";"";"C"
1159853;87;2012;14,4;"F";"32";"A";"C";"E";"E";"";"B";"B"
1160076;85;2018;NA;"M";"36";"A";"E";"D";"D";"";"A";"B"
1160975;85;2015;41,3;"";"40";"A";"";"E";"";"B";"A";"B"
1161357;85;2022;NA;"M";"36";"";"B";"";"E";"H";"A";"E"
1161848;94;2012;51,8;"M";"22";"B";"E";"";"A";"";"";"C"
1163754;93;2015;42,2;"F";"20";"";"";"C";"E";"C";"";"B"
1163760;85;2018;42,2;"M";"30";"D";"B";"E";"E";"";"";"C"
1164707;84;2018;59,7;"M";"25";"A";"";"C";"D";"C";"";"B"
1166463;22;2015;NA;"F";"26";"C";"C";"";"A";"E";"";"B"
1167042;86;2018;41,5;"F";"31";"B";"B";"E";"E";"D";"A";""
1167102;85;2012;58,9;"F";"19";"A";"";"E";"E";"E";"A";"C"
1167845;85;2015;25,4;"M";"27";"A";"E";"E";"E";"B";"A";""
1170115;93;2022;69,4;"M";"41";"";"";"";"";"B";"A";"B"
1170119;87;2022;69,8;"M";"25";"A";"";"";"E";"B";"";""
1170121;84;2022;NA;"M";"46";"D";"D";"";"";"B";"A";"C"
1170122;86;2015;23,9;"M";"23";"C";"";"";"E";"B";"A";"C"
1170317;86;2018;NA;"F";"32";"";"A";"D";"";"D";"A";"B"
1170394;87;2022;33;"F";"32";"";"F";"D";"E";"";"A";"B"
1170485;84;2015;NA;"F";"32";"D";"A";"E";"E";"";"F";""
1171075;94;2015;40,1;"M";"28";"C";"E";"B";"B";"";"A";"B"
1171194;94;2015;39,8;"M";"42";"D";"C";"D";"E";"H";"C";"C"
1174134;94;2015;47,1;"M";"22";"A";"D";"C";"E";"B";"";"C"
1174688;87;2022;NA;"F";"33";"";"";"";"";"";"";"D"
1177485;86;2018;34,5;"M";"27";"A";"C";"C";"A";"B";"E";"B"
1177488;87;2018;57,2;"F";"23";"A";"F";"D";"E";"E";"A";"B"
1177498;94;2012;53,9;"M";"24";"C";"F";"B";"E";"";"";""
1177499;84;2012;69,6;"M";"36";"A";"B";"C";"";"B";"";"B"
1177674;87;2012;32;"F";"21";"A";"C";"B";"E";"";"A";"C"
1177730;85;2018;63;"F";"24";"C";"D";"B";"A";"C";"A";"C"
1178050;94;2012;31,5;"M";"23";"C";"D";"E";"E";"";"A";"A"
1178366;93;2022;NA;"M";"42";"";"";"F";"";"";"";""
1178786;85;2012;46,3;"M";"30";"A";"C";"";"E";"A";"";"B"
1178852;85;2018;59;"M";"21";"A";"C";"F";"A";"";"C";"B"
1179042;85;2022;47,6;"F";"26";"D";"";"D";"A";"A";"";"C"
1179140;86;2012;27,8;"F";"21";"";"C";"";"";"";"A";"B"
1179141;94;2018;NA;"M";"26";"";"D";"E";"E";"";"A";"B"
1179148;84;2012;NA;"F";"23";"";"";"";"";"";"";""
1179154;93;2012;46,8;"F";"42";"A";"C";"D";"A";"";"A";"B"
1179156;94;2018;NA;"F";"31";"";"";"C";"";"I";"";""
1179158;94;2015;65,6;"M";"34";"A";"";"D";"E";"E";"A";"B"
1179182;86;2012;55,8;"F";"20";"A";"C";"D";"D";"";"A";"B"
1179185;85;2012;61,9;"F";"29";"A";"E";"";"E";"";"";""
1179270;86;2012;34,8;"M";"25";"";"G";"";"";"";"A";"B"
1179271;94;2012;12;"M";"24";"A";"B";"E";"E";"F";"F";"C"
1179273;94;2012;64,5;"F";"32";"A";"C";"B";"E";"";"A";"B"
1179766;86;2022;36,8;"F";"26";"C";"";"";"B";"G";"A";"B"
1179972;85;2012;NA;"F";"35";"A";"F";"D";"E";"";"";"C"
1182943;86;2012;53;"F";"23";"C";"E";"D";"";"";"A";"B"
1183601;94;2022;73,1;"M";"30";"C";"B";"";"E";"A";"A";""
5000094;1;2015;26,5;"M";"38";"A";"C";"B";"";"A";"A";"D"
5000449;94;2012;30,7;"M";"21";"D";"";"C";"B";"";"F";""
5000455;85;2015;75,1;"M";"21";"B";"D";"";"";"I";"A";""
5000458;87;2012;NA;"M";"37";"B";"D";"A";"E";"";"A";""
5000621;1;2012;46,7;"M";"38";"C";"C";"C";"A";"B";"A";"E"
5000721;13;2015;NA;"F";"21";"A";"";"E";"";"F";"";"C"
5000728;86;2022;42,1;"";"29";"";"B";"D";"E";"";"";"D"
5000736;2;2022;29;"M";"24";"D";"F";"E";"A";"B";"";"B"
5000769;87;2022;NA;"M";"36";"";"C";"D";"D";"";"C";"B"
5000772;22;2012;25,4;"M";"23";"A";"C";"C";"D";"";"";"C"
5000773;2;2018;30,4;"M";"22";"A";"A";"D";"D";"";"A";"B"
5000821;87;2012;40,7;"M";"29";"C";"E";"A";"";"";"A";"B"
5000929;84;2012;45,9;"M";"24";"A";"C";"";"E";"";"A";"B"
5000942;85;2012;36,9;"M";"24";"C";"C";"C";"E";"";"";"E"
5000945;86;2015;63,8;"F";"42";"A";"B";"C";"E";"I";"A";"B"
5000947;84;2022;NA;"M";"41";"D";"";"E";"E";"H";"";"D"
5000963;87;2022;NA;"M";"33";"B";"B";"";"A";"B";"";"B"
5000993;22;2015;28,9;"M";"33";"A";"B";"D";"E";"E";"A";"A"
100012;2;2015;39,5;"M";"24";"A";"B";"F";"A";"E";"A";"C"
1000646;101;2018;58,2;"M";"25";"A";"C";"C";"A";"H";"A";"E"
100068;104;2015;NA;"F";"26";"A";"C";"B";"B";"B";"A";"D"
100085;804;2018;39,6;"F";"23";"A";"E";"E";"E";"G";"A";"B"
100185;88;2022;61,1;"M";"23";"A";"B";"D";"A";"";"A";"B"
1003652;101;2018;84,3;"M";"29";"D";"A";"B";"A";"B";"A";"E"
1005895;1;2015;43,1;"M";"22";"";"B";"E";"A";"B";"C";"C"
100633;85;2015;47,9;"M";"20";"A";"C";"B";"";"A";"A";"B"
1006650;1;2015;43,1;"F";"32";"A";"C";"E";"E";"E";"F";"C"
